Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
META,Common Stock,Meta Platforms Inc.,"Meta Platforms, Inc. develops products that enable people to connect and share with friends and family through mobile devices, PCs, virtual reality headsets, wearables and home devices around the world. The company is headquartered in Menlo Park, California.",1326801.0,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","1601 WILLOW ROAD, MENLO PARK, CA, US",December,2024-06-30,1234906382000.0,74774004000,24.94,1.13,61.89,1,0.0041,19.57,58.61,0.343,0.381,0.177,0.354,149784003000.0,92855000000.0,19.57,0.732,0.221,554.81,21,34,6,2,0,24.94,24.15,8.24,7.88,8.11,16.48,1.212,542.81,273.82,492.57,433.53,2184730000.0,2024-06-26,2024-06-14
MET,Common Stock,MetLife Inc,"MetLife, Inc. is the holding corporation for the Metropolitan Life Insurance Company (MLIC), better known as MetLife, and its affiliates. MetLife is among the largest global providers of insurance, annuities, and employee benefit programs, with 90 million customers in over 60 countries.",1099219.0,NYSE,USD,USA,FINANCE,LIFE INSURANCE,"200 PARK AVENUE, NEW YORK, NY, US",December,2024-06-30,49414930000.0,5244000000,19.17,0.11,38.72,2.105,0.0309,3.68,94.1,0.0423,0.0717,0.0042,0.101,68769997000.0,14893000000.0,3.68,1.667,0.072,84.58,4,8,4,0,0,19.17,8.34,0.719,1.813,0.952,-,1.047,79.34,56.52,72.03,68.89,700325000.0,2024-09-10,2024-08-06
MTD,Common Stock,Mettler-Toledo International Inc,"Mettler Toledo (NYSE: MTD) is a multinational manufacturer of scales and analytical instruments. It is the largest provider of weighing instruments for use in laboratory, industrial, and food retailing applications. The company also provides various analytical instruments, process analytics instruments, and end-of-line inspection systems.",1037646.0,NYSE,USD,USA,LIFE SCIENCES,LABORATORY ANALYTICAL INSTRUMENTS,"1900 POLARIS PARKWAY, COLUMBUS, OH, US",December,2024-03-31,30585993000.0,1141977000,39.69,3.231,-7.18,None,None,36.32,174.26,0.209,0.281,0.201,0.295,3750153000.0,2308042000.0,36.32,0.07,-0.036,1382.4,1,0,10,0,2,39.69,36.5,8.16,3980.99,8.69,28.37,1.167,1546.93,928.5,1417.05,1254.98,21219200.0,None,None
MGM,Common Stock,MGM Resorts International,MGM Resorts International is an American global hospitality and entertainment company operating destination resorts globally.,789570.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,HOTELS & MOTELS,"3600 LAS VEGAS BLVD S, LAS VEGAS, NV, US",December,2024-06-30,10777759000.0,2552780000,13.34,1.307,10.54,None,None,2.66,51.7,0.0517,0.11,0.0259,0.27,17012022000.0,6474502000.0,2.66,0.091,0.098,56.16,3,14,4,0,0,13.34,12.64,0.633,3.355,2.331,16.6,2.248,48.24,34.12,41.94,42.05,303770000.0,2022-12-15,2022-12-08
MCHP,Common Stock,Microchip Technology Inc,"Microchip Technology Inc. is a publicly-listed American corporation that manufactures microcontroller, mixed-signal, analog and Flash-IP integrated circuits.",827054.0,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"2355 W CHANDLER BLVD, CHANDLER, AZ, US",March,2024-06-30,40468570000.0,2720900000,30.05,3.197,11.94,1.751,0.0241,2.51,12.2,0.208,0.179,0.0725,0.207,6587100000.0,4449600000.0,2.51,-0.802,-0.458,102.66,7,11,8,0,0,30.05,28.74,6.14,6.32,7.04,16.99,1.538,100.56,67.71,91.87,87.21,536505000.0,2024-06-05,2024-08-22
MU,Common Stock,Micron Technology Inc,"Micron Technology, Inc. is an American producer of computer memory and computer data storage including dynamic random-access memory, flash memory, and USB flash drives. It is headquartered in Boise, Idaho.",723125.0,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"8000 S FEDERAL WAY, PO BOX 6, BOISE, ID, US",August,2024-05-31,102789456000.0,5989000000,None,1.115,39.88,0.46,0.005,-1.41,19.39,-0.072,0.1,-0.0157,-0.0343,21371001000.0,-1416000000.0,-1.41,-0.432,0.815,174.41,11,24,2,0,0,-,10.76,4.81,2.324,5.07,16.51,1.179,157.4,61.45,127.77,101.28,1108840000.0,2024-07-23,2024-07-08
MSFT,Common Stock,Microsoft Corporation,"Microsoft Corporation is an American multinational technology company which produces computer software, consumer electronics, personal computers, and related services. Its best known software products are the Microsoft Windows line of operating systems, the Microsoft Office suite, and the Internet Explorer and Edge web browsers. Its flagship hardware products are the Xbox video game consoles and the Microsoft Surface lineup of touchscreen personal computers. Microsoft ranked No. 21 in the 2020 Fortune 500 rankings of the largest United States corporations by total revenue; it was the world's largest software maker by revenue as of 2016. It is considered one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Amazon, and Facebook.",789019.0,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"ONE MICROSOFT WAY, REDMOND, WA, US",June,2024-06-30,3036322464000.0,129433002000,34.59,2.2,36.12,3,0.0073,11.81,32.99,0.36,0.431,0.148,0.371,245122007000.0,165359000000.0,11.81,0.097,0.152,497.03,22,33,2,0,0,34.59,30.77,12.39,11.31,12.35,22.76,0.894,468.35,307.7,438.57,403.82,7433040000.0,2024-09-12,2024-08-15
MAA,Common Stock,Mid-America Apartment Communities Inc,"Mid-America Apartment Communities (MAA) is a publicly traded real estate investment trust based in Memphis, Tennessee that invests in apartments in the Southeastern United States and the Southwestern United States.",912595.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"6815 POPLAR AVENUE, SUITE 500, GERMANTOWN, TN, US",December,2024-06-30,17997900000.0,1251019000,34.1,10.19,51.38,5.74,0.0392,4.4,18.63,0.238,0.303,0.0367,0.0847,2174346000.0,1230709000.0,4.4,-0.307,0.021,141.9,3,4,14,2,1,34.1,36.5,8.28,2.911,10.2,17.51,0.846,152.03,111.82,139.51,131.69,116876000.0,2024-07-31,2024-07-15
MRNA,Common Stock,Moderna Inc,"Moderna, Inc., a biotechnology company, develops messenger RNA-based vaccines and therapies for the treatment of infectious diseases, immuno-oncology, rare diseases, cardiovascular diseases, and autoimmune diseases. The company is headquartered in Cambridge, Massachusetts.",1682852.0,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","200 TECHNOLOGY SQUARE, CAMBRIDGE, MA, US",December,2024-06-30,33281006000.0,-4107000064,None,0,30.5,None,None,-15.35,13.22,-1.162,-5.66,-0.154,-0.409,5050000000.0,10552000000.0,-15.35,-0.851,-0.299,138.36,3,8,11,3,0,-,32.47,6.59,2.842,5.22,4.641,1.662,170.47,62.55,131.38,105.61,384396000.0,None,None
MHK,Common Stock,Mohawk Industries Inc,"Mohawk Industries is an American flooring manufacturer based in Calhoun, Georgia, United States. Mohawk produces floor covering products for residential and commercial applications in North America and residential applications in Europe.",851968.0,NYSE,USD,USA,MANUFACTURING,CARPETS & RUGS,"160 S INDUSTRIAL BLVD, PO BOX 12069, CALHOUN, GA, US",December,2024-06-30,9613365000.0,1500773000,None,0.932,121.18,None,None,-5.64,170.45,-0.033,0.0912,0.0391,-0.0452,10859114000.0,3014243000.0,-5.64,0.557,-0.051,162.91,1,3,12,2,0,-,15.95,0.885,1.257,1.099,27.41,1.384,164.06,76.02,122.4,109.69,63117000.0,None,None
MOH,Common Stock,Molina Healthcare Inc,"Molina Healthcare, Inc. provides managed care services to low-income individuals and families under the Medicaid and Medicare programs and through the state insurance marketplaces. The company is headquartered in Long Beach, California.",1179929.0,NYSE,USD,USA,FINANCE,HOSPITAL & MEDICAL SERVICE PLANS,"200 OCEANGATE, SUITE 100, LONG BEACH, CA, US",December,2024-06-30,20562739000.0,1701000000,19.23,-0.62,82.08,None,None,18.25,623.21,0.0295,0.0453,0.0686,0.251,36083999000.0,3926000000.0,18.25,-0.034,0.175,367.49,1,7,9,1,0,19.23,15.08,0.57,4.246,0.381,8.33,0.579,423.92,282.96,308.99,354.36,58600000.0,None,None
TAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLZ,Common Stock,Mondelez International Inc,"Mondelez International, Inc. is an American multinational confectionery, food, holding and beverage and snack food company based in Chicago, Illinois.",1103982.0,NASDAQ,USD,USA,MANUFACTURING,FOOD AND KINDRED PRODUCTS,"905 WEST FULTON MARKET, SUITE 200, CHICAGO, IL, US",December,2024-06-30,94414348000.0,7886000000,24.29,3.052,20.71,1.7,0.0266,2.91,26.58,0.11,0.112,0.0571,0.14,35975999000.0,11356000000.0,2.91,-0.351,-0.019,78.37,7,17,2,0,0,24.29,20.28,2.624,3.41,3.148,14.54,0.537,76.24,59.64,66.94,69.9,1335800000.0,2024-10-14,2024-09-30
MPWR,Common Stock,Monolithic Power Systems Inc,"Monolithic Power Systems, Inc. is an American, publicly traded company headquartered in Kirkland, Washington. The company provides power circuits for systems found in cloud computing, telecom infrastructures, automotive, industrial applications and consumer applications.",1280452.0,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"5808 LAKE WASHINGTON BLVD. NE, KIRKLAND, WA, US",December,2024-03-31,38794891000.0,494728000,94.28,2.595,45.09,4.5,0.0063,8.44,39.25,0.217,0.23,0.117,0.204,1894195000.0,1048552000.0,8.44,0.005,0.15,863.14,2,10,3,0,0,94.28,59.17,20.48,17.67,19.8,75.88,1.115,891.67,390.15,806.68,669.25,48672000.0,2024-07-15,2024-06-28
MNST,Common Stock,Monster Beverage Corp,"Monster Beverage Corporation is an American beverage company that manufactures energy drinks including Monster Energy, Relentless and Burn.",865752.0,NASDAQ,USD,USA,MANUFACTURING,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,"1 MONSTER WAY, CORONA, CA, US",December,2024-03-31,50858197000.0,2141847000,32.66,1.821,8.23,None,None,1.58,7.03,0.228,0.285,0.137,0.21,7340195000.0,3174567000.0,1.58,0.105,0.118,59.06,6,10,9,1,0,32.66,28.74,6.93,5.93,6.44,22.71,0.757,61.23,47.13,50.64,54.37,985433000.0,None,None
MCO,Common Stock,Moodys Corporation,"Moody's Corporation, often referred to as Moody's, is an American business and financial services company. It is the holding company for Moody's Investors Service (MIS), an American credit rating agency, and Moody's Analytics (MA), an American provider of financial analysis software and services.",1059556.0,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES","7 WORLD TRADE CENTER, AT 250 GREENWICH STREET, NEW YORK, NY, US",December,2024-06-30,83866067000.0,3103000000,45.47,3.057,20.75,3.24,0.0074,10.13,35.87,0.283,0.436,0.114,0.513,6555000000.0,3855000000.0,10.13,0.473,0.216,468.6,6,6,9,0,0,45.47,42.37,12.79,22.2,13.5,28.14,1.28,462.66,296.94,426.82,388.2,182084000.0,2024-09-06,2024-08-16
MS,Common Stock,Morgan Stanley,"Morgan Stanley is an American multinational investment bank and financial services company headquartered at 1585 Broadway in the Morgan Stanley Building, Midtown Manhattan, New York City.",895421.0,NYSE,USD,USA,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","1585 BROADWAY, NEW YORK, NY, US",December,2024-06-30,155181154000.0,None,15.76,3.341,55.6,3.475,0.0386,6.08,34.93,0.186,0.336,0.008,0.0956,56116998000.0,46437000000.0,6.08,0.468,0.124,105.41,4,5,15,0,0,15.76,14.71,2.765,1.716,3.698,-,1.368,108.14,67.43,99.75,90.0,1619000000.0,2024-08-15,2024-07-31
MOS,Common Stock,The Mosaic Company,"The Mosaic Company is a Fortune 500 company based in Tampa, Florida which mines phosphate and potash, and operates through segments such as international distribution and Mosaic Fertilizantes.",1285785.0,NYSE,USD,USA,LIFE SCIENCES,AGRICULTURAL CHEMICALS,"101 EAST KENNEDY BLVD., SUITE 2500, TAMPA, FL, US",December,2024-03-31,8799740000.0,2077600000,11.6,1.831,37.4,0.81,0.0307,2.36,38.94,0.0607,0.0757,0.0272,0.0666,12771200000.0,5777100000.0,2.36,-0.891,-0.257,35.15,2,4,12,2,0,11.6,10.82,0.689,0.732,1.037,6.68,1.416,41.76,26.54,28.9,31.83,321393000.0,2024-06-20,2024-06-06
MSI,Common Stock,Motorola Solutions Inc,"Motorola Solutions, Inc., is an American data communications and telecommunications equipment provider that succeeded Motorola, Inc., following the spinoff of the mobile phone division into Motorola Mobility in 2011. The company is headquartered in Chicago, Illinois.",68505.0,NYSE,USD,USA,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,"500 W. MONROE ST., CHICAGO, IL, US",December,2024-06-30,68454859000.0,3069000000,48.1,2.54,4.808,3.82,0.0096,8.53,62.57,0.141,0.26,0.133,2.515,10421000000.0,4394000000.0,8.53,0.209,0.094,391.23,5,5,4,0,0,48.1,31.25,6.57,85.36,7.09,30.82,0.95,410.67,267.38,383.4,341.06,166841000.0,2024-07-15,2024-06-14
MSCI,Common Stock,MSCI Inc,"MSCI Inc. (formerly Morgan Stanley Capital International and MSCI Barra), is an American finance company headquartered in New York City and serving as a global provider of equity, fixed income, hedge fund stock market indexes, multi-asset portfolio analysis tools and ESG products. It publishes the MSCI BRIC, MSCI World and MSCI EAFE Indexes.",1408198.0,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","7 WORLD TRADE CENTER, 250 GREENWICH STREET, 49TH FLOOR, NEW YORK, NY, US",December,2024-06-30,42432373000.0,1562630000,36.11,3.576,-9.33,5.96,0.0119,14.95,34.17,0.439,0.544,0.178,0.0,2703459000.0,1844257000.0,14.95,0.091,0.14,593.3,1,7,8,1,0,36.11,36.5,15.7,-,17.25,25.99,1.097,613.66,438.51,500.45,523.82,78600000.0,2024-08-30,2024-08-16
NDAQ,Common Stock,Nasdaq Inc,"Nasdaq, Inc. is an American multinational financial services corporation that owns and operates stock exchanges in the United States and Europe. It is headquartered in New York City.",1120193.0,NASDAQ,USD,USA,FINANCE,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES","151 W. 42ND STREET, NEW YORK, NY, US",December,2024-03-31,38427116000.0,2404000000,38.87,2.126,18.91,0.9,0.0144,1.72,11.99,0.144,0.28,0.0426,0.11,6567000000.0,3582000000.0,1.72,-0.296,0.251,68.71,2,7,9,1,0,38.87,24.45,5.85,3.525,7.31,21.51,0.949,70.01,46.33,61.56,58.25,574740000.0,2024-09-27,2024-09-13
NTAP,Common Stock,NetApp Inc,"NetApp, Inc. is an American hybrid cloud data services and data management company headquartered in Sunnyvale, California. Founded in 1992 with an IPO in 1995, NetApp offers cloud data services for management of applications and data both online and physically.",1002047.0,NASDAQ,USD,USA,TECHNOLOGY,COMPUTER STORAGE DEVICES,"1395 CROSSMAN AVENUE, SUNNYVALE, CA, US",April,2024-04-30,24472513000.0,1489000000,25.71,1.062,5.56,2,0.017,4.63,30.14,0.157,0.22,0.0804,0.856,6268000000.0,4209000000.0,4.63,0.224,0.055,127.37,2,3,15,1,0,25.71,17.18,3.904,21.35,3.808,15.09,1.257,135.01,69.8,125.35,100.18,205565000.0,2024-07-24,2024-07-05
NFLX,Common Stock,Netflix Inc,"Netflix, Inc. is an American over-the-top content platform and production company headquartered in Los Gatos, California. Netflix was founded in 1997 by Reed Hastings and Marc Randolph in Scotts Valley, California. The company's primary business is a subscription-based streaming service offering online streaming from a library of films and television series, including those produced in-house.",1065280.0,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-VIDEO TAPE RENTAL,"100 WINCHESTER CIRCLE, ., LOS GATOS, CA, US",December,2024-06-30,263352812000.0,8993562000,38.33,1.445,51.52,None,None,16.01,83.49,0.195,0.272,0.108,0.316,36304245000.0,12447265000.0,16.01,0.483,0.168,692.69,11,18,16,1,0,38.33,32.68,7.25,11.9,7.45,11.27,1.266,697.49,344.73,654.25,563.86,429165000.0,None,None
NEM,Common Stock,Newmont Goldcorp Corp,"Newmont Corporation, based in Greenwood Village, Colorado, United States, is one of the largest gold mining companies in the world.",1164727.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,GOLD AND SILVER ORES,"6363 SOUTH FIDDLERS GREEN CIRCLE, GREENWOOD VILLAGE, CO, US",December,2024-06-30,55661830000.0,4804000000,None,0.787,25.52,1.15,0.0206,-2.75,14.58,-0.133,0.305,0.0279,-0.0809,14875000000.0,4526000000.0,-2.75,2.843,0.641,54.66,2,10,8,1,0,-,11.56,3.742,1.895,4.184,46.58,0.488,50.72,29.02,43.92,39.06,1147430000.0,2024-09-30,2024-09-05
NWSA,Common Stock,News Corp A,"News Corporation is an American mass media and publishing company operating across digital real estate information, news media, book publishing, and cable television.",1564708.0,NASDAQ,USD,USA,MANUFACTURING,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,"1211 AVENUE OF THE AMERICAS, NEW YORK, NY, US",June,2024-03-31,15114742000.0,1256000000,71.08,1.236,14.1,0.2,0.0076,0.37,17.38,0.0209,0.0545,0.029,0.0281,9941000000.0,4803000000.0,0.37,-0.425,-0.01,31.78,1,7,0,0,0,71.08,27.86,1.52,1.859,1.735,14.04,1.344,28.62,19.18,27.35,24.91,378353000.0,2024-04-10,2024-03-12
NWS,Common Stock,News Corp B,"News Corporation is an American mass media and publishing company operating across digital real estate information, news media, book publishing, and cable television.",1564708.0,NASDAQ,USD,USA,MANUFACTURING,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,"1211 AVENUE OF THE AMERICAS, NEW YORK, NY, US",June,2024-03-31,15115107000.0,1256000000,73.35,1.275,14.1,0.2,0.0074,0.37,17.38,0.0209,0.0545,0.029,0.0281,9941000000.0,4803000000.0,0.37,-0.425,-0.01,32.6,-,-,-,-,-,73.35,28.74,1.52,1.918,1.735,14.04,1.344,29.37,19.94,28.13,25.81,190279000.0,2024-04-10,2024-03-12
NEE,Common Stock,Nextera Energy Inc,"NextEra Energy, Inc. is an American energy company with about 46 gigawatts of generating capacity, revenues of over $17 billion in 2017, and about 14,000 employees throughout the US and Canada. Its subsidiaries include Florida Power & Light (FPL), NextEra Energy Resources, NextEra Energy Partners, Gulf Power Company, and NextEra Energy Services.",753308.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,"700 UNIVERSE BLVD, JUNO BEACH, FL, US",December,2024-06-30,162783707000.0,14083000000,25.8,3.687,23.91,1.965,0.026,3.07,12.63,0.244,0.281,0.028,0.0908,25849999000.0,10139000000.0,3.07,-0.428,-0.174,80.34,5,11,5,1,0,25.8,23.2,6.3,3.313,9.43,16.51,0.538,80.56,46.04,74.12,64.11,2055350000.0,2024-09-16,2024-08-30
NKE,Common Stock,Nike Inc,"Nike, Inc. is an American multinational corporation that is engaged in the design, development, manufacturing, and worldwide marketing and sales of footwear, apparel, equipment, accessories, and services. The company is headquartered near Beaverton, Oregon, in the Portland metropolitan area. It is the world's largest supplier of athletic shoes and apparel and a major manufacturer of sports equipment.",320187.0,NYSE,USD,USA,MANUFACTURING,RUBBER & PLASTICS FOOTWEAR,"ONE BOWERMAN DR, BEAVERTON, OR, US",May,2024-05-31,110967636000.0,7598000000,19.84,1.652,9.6,1.45,0.02,3.73,33.84,0.111,0.158,0.112,0.401,51362001000.0,21479000000.0,3.73,0.505,-0.017,91.29,9,15,13,3,0,19.84,23.15,2.16,7.69,2.168,15.56,1.009,122.47,70.91,83.99,97.61,1201460000.0,2024-10-01,2024-09-03
NI,Common Stock,NiSource Inc,"NiSource Inc. is one of the largest fully regulated utility companies in the United States. The company is based in Merrillville, Indiana.",1111711.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,"801 EAST 86TH AVE, MERRILLVILLE, IN, US",December,2024-03-31,14260581000.0,2181400000,20.66,1.989,17.62,1.03,0.0333,1.54,12.35,0.142,0.341,0.0295,0.0828,5245700000.0,2261100000.0,1.54,0.075,-0.132,32.36,3,7,2,0,0,20.66,18.48,2.719,1.806,5.17,11.7,0.5,32.38,22.01,29.29,27.26,448305000.0,2024-08-20,2024-07-31
NDSN,Common Stock,Nordson Corporation,"Nordson Corporation designs, manufactures, and markets products and systems for dispensing, applying, and controlling adhesives, coatings, polymers, sealants, biomaterials, and other fluids globally. The company is headquartered in Westlake, Ohio.",72331.0,NASDAQ,USD,USA,TECHNOLOGY,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC","28601 CLEMENS RD, WESTLAKE, OH, US",October,2024-04-30,13823543000.0,816812000,28.77,2.029,48.69,2.69,0.0113,8.39,46.46,0.182,0.261,0.0924,0.183,2651825000.0,1426536000.0,8.39,-0.072,0.001,279.33,1,3,6,0,0,28.77,22.62,5.21,4.953,5.78,18.8,0.909,278.68,207.29,234.18,248.06,57269000.0,2024-06-04,2024-05-20
NSC,Common Stock,Norfolk Southern Corporation,"The Norfolk Southern Railway is a Class I freight railroad in the United States, and is the current name of the former Southern Railway. With headquarters in Atlanta, Georgia, the company operates 19,420 route miles (31,250 km) in 22 eastern states, the District of Columbia, and has rights in Canada over the Albany to Montreal route of the Canadian Pacific Railway, and previously on CN from Buffalo to St. Thomas.",702165.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,"RAILROADS, LINE-HAUL OPERATING","THREE COMMERCIAL PL, NORFOLK, VA, US",December,2024-06-30,55034028000.0,5578000000,30.77,2.551,57.41,5.4,0.0222,7.91,53.49,0.148,0.385,0.0649,0.14,12092000000.0,6156000000.0,7.91,1.082,0.021,264.45,4,11,10,0,0,30.77,20.88,4.551,4.24,5.95,16.55,1.319,260.68,178.7,224.97,231.14,226096000.0,2024-08-20,2024-08-02
NTRS,Common Stock,Northern Trust Corporation,"Northern Trust Corporation is a financial services company headquartered in Chicago, Illinois that caters to corporations, institutional investors, and ultra high net worth individuals.",73124.0,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,"50 S LASALLE ST, CHICAGO, IL, US",December,2024-06-30,17117050000.0,None,11.64,0.992,58.38,3,0.0353,7.29,37.07,0.204,0.465,0.0099,0.128,7609600000.0,6749200000.0,7.29,1.784,0.527,90.62,2,1,10,2,1,11.64,12.59,2.249,1.454,4.033,-,1.11,92.46,60.73,84.59,81.44,201638000.0,2024-10-01,2024-09-06
NOC,Common Stock,Northrop Grumman Corporation,Northrop Grumman Corporation (NYSE: NOC) is an American multinational aerospace and defense technology company.,1133421.0,NYSE,USD,USA,MANUFACTURING,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS","2980 FAIRVIEW PARK DRIVE, C/O NORTHROP GRUMMAN CORP, FALLS CHURCH, VA, US",December,2024-06-30,72325456000.0,4304000000,32.16,0.978,97.64,7.67,0.0167,15.38,272.67,0.0561,0.123,0.0397,0.153,40763998000.0,7474000000.0,15.38,0.191,0.067,519.16,3,6,12,1,1,32.16,20.04,1.774,5.06,2.14,19.17,0.321,505.0,409.41,444.79,460.84,146245000.0,2024-06-12,2024-05-24
NCLH,Common Stock,Norwegian Cruise Line Holdings Ltd,"Norwegian Cruise Line Holdings Ltd., is a cruise company in North America, Europe, Asia-Pacific and internationally. The company is headquartered in Miami, Florida.",1513761.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,WATER TRANSPORTATION,"7665 CORPORATE DRIVE, MIAMI, FL, US",December,2024-03-31,7004214000.0,2153200000,16.42,0.311,1.576,None,None,0.97,21.22,0.0462,0.144,0.0389,1.186,9086200000.0,576674000.0,0.97,0.776,0.076,21.61,4,4,13,1,0,16.42,11.98,0.771,10.11,2.184,9.23,2.697,21.73,12.71,17.99,17.49,439687000.0,None,None
NRG,Common Stock,NRG Energy Inc.,"NRG Energy, Inc. is a large American energy company, headquartered in Houston, Texas. It was formerly the wholesale arm of Northern States Power Company (NSP), which became Xcel Energy, but became independent in 2000. NRG Energy is involved in energy generation and retail electricity.",1013871.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,"804 CARNEGIE CENTER, -, PRINCETON, NJ, US",December,2024-03-31,14593320000.0,2861000000,9.99,2.4,12.72,1.57,0.0233,7.01,128.08,0.0576,0.119,0.0341,0.516,28530000000.0,4097000000.0,7.01,3.946,-0.038,88.97,2,3,5,0,0,9.99,11.61,0.511,5.51,0.906,6.36,1.064,87.11,35.0,78.31,62.69,208476000.0,2024-08-15,2024-08-01
NUE,Common Stock,Nucor Corp,"Nucor Corporation is a producer of steel and related products based in Charlotte, North Carolina.",73309.0,NYSE,USD,USA,MANUFACTURING,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)","1915 REXFORD RD, CHARLOTTE, NC, US",December,2024-03-31,36216050000.0,5888083000,10.88,0.75,86.5,2.13,0.0143,13.88,133.72,0.104,0.11,0.0858,0.176,32694520000.0,12526946000.0,13.88,-0.539,-0.152,172.52,3,3,7,1,0,10.88,11.61,1.108,1.748,1.152,6.21,1.585,202.29,138.78,159.71,171.01,239762000.0,2024-08-09,2024-06-28
NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVR,Common Stock,NVR Inc,"NVR, Inc. is a company engaged in home construction. It also operates a mortgage banking and title services business. The company primarily operates on the East Coast of the United States.",906163,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,OPERATIVE BUILDERS,"11700 PLAZA AMERICA DR., SUITE 500, RESTON, VA, US",December,2024-06-30,25574580000,2071525000,17.09,4.886,1337.72,None,None,484.14,3173.0,0.162,0.204,0.203,0.395,10123980000,2823687000,484.14,0.036,0.117,9216.67,1,1,4,0,0,17.09,17.3,2.526,6.19,2.42,11.74,1.168,8700,5210.49,7865.47,7279.47,3090300,None,None
NXPI,Common Stock,NXP Semiconductors NV,"NXP Semiconductors N.V. is a Dutch semiconductor manufacturer with headquarters in Eindhoven, Netherlands.",1413447,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,", ",December,2024-06-30,59966693000,4696000000,22.02,1.303,35.37,4.056,0.0172,10.69,51.07,0.212,0.288,0.0993,0.315,13109000000,7514000000,10.69,-0.049,-0.052,294.26,5,13,11,0,1,22.02,17.33,4.574,6.65,5.12,14.09,1.501,296.08,165.13,269.26,236.45,254733000,2024-07-10,2024-06-13
ORLY,Common Stock,O’Reilly Automotive Inc,"O'Reilly Auto Parts is an American auto parts retailer that provides automotive aftermarket parts, tools, supplies, equipment, and accessories in the United States serving both the professional service providers and do-it-yourself customers.",898173,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-AUTO & HOME SUPPLY STORES,"233 S PATTERSON AVE, SPRINGFIELD, MO, US",December,2024-06-30,64162943000,3674210000,27.85,1.875,-27.19,None,None,39.69,274.89,0.146,0.202,0.146,0.586,16283836000,7381706000,39.69,0.032,0.05,1171.53,5,13,10,0,0,27.85,27.47,3.94,210.18,4.52,19.95,0.924,1169.11,860.1,1035.66,1023.15,58039000,None,None
